timestamp,Actual_MW,Theoretical_MW,PML_USD
2026-02-01 00:00:00,0.0,0.0,32.56
2026-02-01 00:15:00,0.0,0.0,417.79
2026-02-01 00:30:00,0.0,0.0,32.6
2026-02-01 00:45:00,0.0,0.0,32.65
2026-02-01 01:00:00,0.0,0.0,31.08
2026-02-01 01:15:00,0.0,0.0,29.61
2026-02-01 01:30:00,0.0,0.0,29.36
2026-02-01 01:45:00,0.0,0.0,29.42
2026-02-01 02:00:00,0.0,0.0,27.77
2026-02-01 02:15:00,0.0,0.0,29.9
2026-02-01 02:30:00,0.0,0.0,28.91
2026-02-01 02:45:00,0.0,0.0,29.36
2026-02-01 03:00:00,0.0,0.0,384.36
2026-02-01 03:15:00,0.0,0.0,27.33
2026-02-01 03:30:00,0.0,0.0,27.81
2026-02-01 03:45:00,0.0,0.0,27.48
2026-02-01 04:00:00,0.0,0.0,26.16
2026-02-01 04:15:00,0.0,0.0,27.56
2026-02-01 04:30:00,0.0,0.0,27.74
2026-02-01 04:45:00,0.0,0.0,27.51
2026-02-01 05:00:00,0.0,0.0,27.15
2026-02-01 05:15:00,0.0,0.0,29.5
2026-02-01 05:30:00,0.0,0.0,27.94
2026-02-01 05:45:00,0.0,0.0,29.2
2026-02-01 06:00:00,0.0,0.0,29.82
2026-02-01 06:15:00,0.0,0.0,30.05
2026-02-01 06:30:00,0.0,0.0,29.02
2026-02-01 06:45:00,0.0,0.0,29.24
2026-02-01 07:00:00,0.0,0.0,32.47
2026-02-01 07:15:00,0.06,0.06,31.37
2026-02-01 07:30:00,1.81,2.01,31.36
2026-02-01 07:45:00,4.15,4.67,34.13
2026-02-01 08:00:00,5.28,7.41,33.77
2026-02-01 08:15:00,9.59,10.5,34.87
2026-02-01 08:30:00,8.61,13.19,34.99
2026-02-01 08:45:00,15.46,16.96,36.04
2026-02-01 09:00:00,17.49,18.34,36.22
2026-02-01 09:15:00,20.12,22.26,36.39
2026-02-01 09:30:00,20.86,23.24,38.38
2026-02-01 09:45:00,24.74,27.99,40.18
2026-02-01 10:00:00,27.43,30.3,39.02
2026-02-01 10:15:00,29.18,32.49,40.42
2026-02-01 10:30:00,31.15,33.29,42.97
2026-02-01 10:45:00,23.41,35.79,43.4
2026-02-01 11:00:00,33.21,37.64,43.27
2026-02-01 11:15:00,35.12,38.58,45.14
2026-02-01 11:30:00,34.72,38.42,44.32
2026-02-01 11:45:00,37.83,39.51,46.45
2026-02-01 12:00:00,35.01,39.74,355.97
2026-02-01 12:15:00,35.74,37.03,46.11
2026-02-01 12:30:00,36.72,38.83,46.49
2026-02-01 12:45:00,32.62,37.04,47.94
2026-02-01 13:00:00,31.94,35.89,50.32
2026-02-01 13:15:00,31.53,35.0,49.87
2026-02-01 13:30:00,29.57,33.07,49.5
2026-02-01 13:45:00,22.14,32.02,49.39
2026-02-01 14:00:00,28.63,30.16,486.69
2026-02-01 14:15:00,25.57,27.26,52.62
2026-02-01 14:30:00,24.66,25.51,52.42
2026-02-01 14:45:00,19.11,21.24,53.08
2026-02-01 15:00:00,17.47,19.64,52.02
2026-02-01 15:15:00,14.52,16.47,52.18
2026-02-01 15:30:00,12.57,13.44,51.1
2026-02-01 15:45:00,9.27,10.09,52.2
2026-02-01 16:00:00,6.64,7.14,53.68
2026-02-01 16:15:00,4.58,4.78,53.1
2026-02-01 16:30:00,1.99,2.11,54.42
2026-02-01 16:45:00,0.06,0.06,54.66
2026-02-01 17:00:00,0.0,0.0,52.68
2026-02-01 17:15:00,0.0,0.0,52.73
2026-02-01 17:30:00,0.0,0.0,52.28
2026-02-01 17:45:00,0.0,0.0,51.05
2026-02-01 18:00:00,0.0,0.0,51.53
2026-02-01 18:15:00,0.0,0.0,49.86
2026-02-01 18:30:00,0.0,0.0,49.62
2026-02-01 18:45:00,0.0,0.0,49.1
2026-02-01 19:00:00,0.0,0.0,417.57
2026-02-01 19:15:00,0.0,0.0,46.47
2026-02-01 19:30:00,0.0,0.0,47.22
2026-02-01 19:45:00,0.0,0.0,47.97
2026-02-01 20:00:00,0.0,0.0,46.0
2026-02-01 20:15:00,0.0,0.0,45.51
2026-02-01 20:30:00,0.0,0.0,44.61
2026-02-01 20:45:00,0.0,0.0,43.38
2026-02-01 21:00:00,0.0,0.0,43.73
2026-02-01 21:15:00,0.0,0.0,42.28
2026-02-01 21:30:00,0.0,0.0,41.57
2026-02-01 21:45:00,0.0,0.0,40.02
2026-02-01 22:00:00,0.0,0.0,41.21
2026-02-01 22:15:00,0.0,0.0,39.08
2026-02-01 22:30:00,0.0,0.0,40.47
2026-02-01 22:45:00,0.0,0.0,37.08
2026-02-01 23:00:00,0.0,0.0,37.12
2026-02-01 23:15:00,0.0,0.0,36.7
2026-02-01 23:30:00,0.0,0.0,34.8
2026-02-01 23:45:00,0.0,0.0,34.81
2026-02-02 00:00:00,0.0,0.0,33.67
2026-02-02 00:15:00,0.0,0.0,32.6
2026-02-02 00:30:00,0.0,0.0,32.05
2026-02-02 00:45:00,0.0,0.0,32.64
2026-02-02 01:00:00,0.0,0.0,30.74
2026-02-02 01:15:00,0.0,0.0,30.21
2026-02-02 01:30:00,0.0,0.0,466.13
2026-02-02 01:45:00,0.0,0.0,27.66
2026-02-02 02:00:00,0.0,0.0,28.91
2026-02-02 02:15:00,0.0,0.0,28.14
2026-02-02 02:30:00,0.0,0.0,27.58
2026-02-02 02:45:00,0.0,0.0,26.85
2026-02-02 03:00:00,0.0,0.0,27.19
2026-02-02 03:15:00,0.0,0.0,28.95
2026-02-02 03:30:00,0.0,0.0,27.11
2026-02-02 03:45:00,0.0,0.0,26.45
2026-02-02 04:00:00,0.0,0.0,27.98
2026-02-02 04:15:00,0.0,0.0,27.51
2026-02-02 04:30:00,0.0,0.0,28.55
2026-02-02 04:45:00,0.0,0.0,27.39
2026-02-02 05:00:00,0.0,0.0,28.21
2026-02-02 05:15:00,0.0,0.0,28.32
2026-02-02 05:30:00,0.0,0.0,28.89
2026-02-02 05:45:00,0.0,0.0,27.75
2026-02-02 06:00:00,0.0,0.0,28.31
2026-02-02 06:15:00,0.0,0.0,29.07
2026-02-02 06:30:00,0.0,0.0,30.64
2026-02-02 06:45:00,0.0,0.0,30.32
2026-02-02 07:00:00,0.0,0.0,31.08
2026-02-02 07:15:00,0.11,0.12,31.89
2026-02-02 07:30:00,1.86,2.0,32.36
2026-02-02 07:45:00,4.06,4.24,35.75
2026-02-02 08:00:00,4.78,6.66,32.38
2026-02-02 08:15:00,8.91,9.46,32.82
2026-02-02 08:30:00,11.18,11.84,367.53
2026-02-02 08:45:00,14.26,15.08,37.1
2026-02-02 09:00:00,16.2,17.21,34.82
2026-02-02 09:15:00,19.87,21.09,38.42
2026-02-02 09:30:00,21.38,22.2,38.82
2026-02-02 09:45:00,23.93,25.08,352.24
2026-02-02 10:00:00,25.34,26.54,39.37
2026-02-02 10:15:00,26.28,29.86,42.54
2026-02-02 10:30:00,28.8,29.78,42.27
2026-02-02 10:45:00,27.71,31.34,41.3
2026-02-02 11:00:00,31.7,33.29,42.37
2026-02-02 11:15:00,33.8,35.16,43.92
2026-02-02 11:30:00,32.52,33.88,45.63
2026-02-02 11:45:00,34.41,37.18,45.82
2026-02-02 12:00:00,32.35,36.75,46.99
2026-02-02 12:15:00,31.8,33.09,46.08
2026-02-02 12:30:00,33.25,35.2,47.18
2026-02-02 12:45:00,33.12,35.02,47.56
2026-02-02 13:00:00,31.8,33.07,47.76
2026-02-02 13:15:00,28.42,31.31,49.39
2026-02-02 13:30:00,28.45,30.31,50.26
2026-02-02 13:45:00,25.91,29.35,50.33
2026-02-02 14:00:00,24.55,27.19,49.73
2026-02-02 14:15:00,24.2,25.05,51.89
2026-02-02 14:30:00,20.25,21.85,51.53
2026-02-02 14:45:00,19.72,20.47,51.93
2026-02-02 15:00:00,16.5,17.86,51.27
2026-02-02 15:15:00,13.29,15.01,53.39
2026-02-02 15:30:00,11.81,12.21,481.97
2026-02-02 15:45:00,9.12,9.84,52.81
2026-02-02 16:00:00,6.05,6.8,52.84
2026-02-02 16:15:00,4.14,4.33,54.56
2026-02-02 16:30:00,1.92,1.99,51.12
2026-02-02 16:45:00,0.06,0.12,53.42
2026-02-02 17:00:00,0.0,0.0,53.17
2026-02-02 17:15:00,0.0,0.0,51.85
2026-02-02 17:30:00,0.0,0.0,51.54
2026-02-02 17:45:00,0.0,0.0,50.92
2026-02-02 18:00:00,0.0,0.0,53.72
2026-02-02 18:15:00,0.0,0.0,51.83
2026-02-02 18:30:00,0.0,0.0,50.33
2026-02-02 18:45:00,0.0,0.0,47.87
2026-02-02 19:00:00,0.0,0.0,49.86
2026-02-02 19:15:00,0.0,0.0,48.9
2026-02-02 19:30:00,0.0,0.0,46.55
2026-02-02 19:45:00,0.0,0.0,47.44
2026-02-02 20:00:00,0.0,0.0,45.56
2026-02-02 20:15:00,0.0,0.0,45.84
2026-02-02 20:30:00,0.0,0.0,45.82
2026-02-02 20:45:00,0.0,0.0,44.68
2026-02-02 21:00:00,0.0,0.0,43.23
2026-02-02 21:15:00,0.0,0.0,41.69
2026-02-02 21:30:00,0.0,0.0,42.12
2026-02-02 21:45:00,0.0,0.0,42.65
2026-02-02 22:00:00,0.0,0.0,39.39
2026-02-02 22:15:00,0.0,0.0,39.2
2026-02-02 22:30:00,0.0,0.0,39.44
2026-02-02 22:45:00,0.0,0.0,38.09
2026-02-02 23:00:00,0.0,0.0,37.39
2026-02-02 23:15:00,0.0,0.0,36.0
2026-02-02 23:30:00,0.0,0.0,36.59
2026-02-02 23:45:00,0.0,0.0,35.77
2026-02-03 00:00:00,0.0,0.0,34.46
2026-02-03 00:15:00,0.0,0.0,33.29
2026-02-03 00:30:00,0.0,0.0,31.72
2026-02-03 00:45:00,0.0,0.0,32.49
2026-02-03 01:00:00,0.0,0.0,30.99
2026-02-03 01:15:00,0.0,0.0,30.36
2026-02-03 01:30:00,0.0,0.0,29.43
2026-02-03 01:45:00,0.0,0.0,29.46
2026-02-03 02:00:00,0.0,0.0,29.85
2026-02-03 02:15:00,0.0,0.0,28.32
2026-02-03 02:30:00,0.0,0.0,27.7
2026-02-03 02:45:00,0.0,0.0,28.04
2026-02-03 03:00:00,0.0,0.0,27.56
2026-02-03 03:15:00,0.0,0.0,28.68
2026-02-03 03:30:00,0.0,0.0,26.53
2026-02-03 03:45:00,0.0,0.0,27.96
2026-02-03 04:00:00,0.0,0.0,27.62
2026-02-03 04:15:00,0.0,0.0,28.66
2026-02-03 04:30:00,0.0,0.0,28.64
2026-02-03 04:45:00,0.0,0.0,29.08
2026-02-03 05:00:00,0.0,0.0,27.0
2026-02-03 05:15:00,0.0,0.0,28.31
2026-02-03 05:30:00,0.0,0.0,28.14
2026-02-03 05:45:00,0.0,0.0,28.35
2026-02-03 06:00:00,0.0,0.0,28.52
2026-02-03 06:15:00,0.0,0.0,28.46
2026-02-03 06:30:00,0.0,0.0,30.95
2026-02-03 06:45:00,0.0,0.0,28.88
2026-02-03 07:00:00,0.0,0.0,30.32
2026-02-03 07:15:00,0.16,0.16,31.27
2026-02-03 07:30:00,1.79,2.03,31.77
2026-02-03 07:45:00,4.01,4.51,33.44
2026-02-03 08:00:00,5.61,6.3,32.89
2026-02-03 08:15:00,8.72,9.4,386.68
2026-02-03 08:30:00,11.77,12.4,33.61
2026-02-03 08:45:00,12.78,13.83,37.89
2026-02-03 09:00:00,15.67,17.28,36.11
2026-02-03 09:15:00,17.81,20.04,38.61
2026-02-03 09:30:00,20.14,21.01,456.3
2026-02-03 09:45:00,21.7,23.44,39.32
2026-02-03 10:00:00,25.93,27.08,39.55
2026-02-03 10:15:00,25.17,27.47,39.56
2026-02-03 10:30:00,28.02,29.64,42.74
2026-02-03 10:45:00,28.51,29.54,42.71
2026-02-03 11:00:00,28.59,32.2,44.1
2026-02-03 11:15:00,32.31,33.54,42.04
2026-02-03 11:30:00,25.67,33.96,46.23
2026-02-03 11:45:00,31.49,32.48,44.92
2026-02-03 12:00:00,30.65,33.82,45.71
2026-02-03 12:15:00,30.99,33.23,46.87
2026-02-03 12:30:00,30.14,33.4,47.58
2026-02-03 12:45:00,31.29,33.48,47.95
2026-02-03 13:00:00,21.86,32.65,47.27
2026-02-03 13:15:00,28.01,31.33,49.3
2026-02-03 13:30:00,16.62,29.52,48.53
2026-02-03 13:45:00,26.25,27.66,50.87
2026-02-03 14:00:00,22.6,25.16,50.49
2026-02-03 14:15:00,23.15,24.77,427.51
2026-02-03 14:30:00,21.52,23.27,52.65
2026-02-03 14:45:00,14.57,19.09,52.11
2026-02-03 15:00:00,16.18,17.27,51.56
2026-02-03 15:15:00,13.38,13.95,53.16
2026-02-03 15:30:00,11.17,11.74,51.97
2026-02-03 15:45:00,8.55,9.06,54.09
2026-02-03 16:00:00,6.41,6.61,53.37
2026-02-03 16:15:00,3.81,4.25,52.5
2026-02-03 16:30:00,2.07,2.14,53.01
2026-02-03 16:45:00,0.17,0.18,52.65
2026-02-03 17:00:00,0.0,0.0,52.49
2026-02-03 17:15:00,0.0,0.0,52.86
2026-02-03 17:30:00,0.0,0.0,50.68
2026-02-03 17:45:00,0.0,0.0,51.27
2026-02-03 18:00:00,0.0,0.0,52.41
2026-02-03 18:15:00,0.0,0.0,51.89
2026-02-03 18:30:00,0.0,0.0,49.28
2026-02-03 18:45:00,0.0,0.0,48.74
2026-02-03 19:00:00,0.0,0.0,49.17
2026-02-03 19:15:00,0.0,0.0,49.33
2026-02-03 19:30:00,0.0,0.0,49.24
2026-02-03 19:45:00,0.0,0.0,47.78
2026-02-03 20:00:00,0.0,0.0,45.43
2026-02-03 20:15:00,0.0,0.0,46.55
2026-02-03 20:30:00,0.0,0.0,43.94
2026-02-03 20:45:00,0.0,0.0,44.15
2026-02-03 21:00:00,0.0,0.0,43.04
2026-02-03 21:15:00,0.0,0.0,42.28
2026-02-03 21:30:00,0.0,0.0,43.05
2026-02-03 21:45:00,0.0,0.0,42.31
2026-02-03 22:00:00,0.0,0.0,39.64
2026-02-03 22:15:00,0.0,0.0,38.52
2026-02-03 22:30:00,0.0,0.0,38.28
2026-02-03 22:45:00,0.0,0.0,38.96
2026-02-03 23:00:00,0.0,0.0,36.34
2026-02-03 23:15:00,0.0,0.0,35.52
2026-02-03 23:30:00,0.0,0.0,35.72
2026-02-03 23:45:00,0.0,0.0,34.98
2026-02-04 00:00:00,0.0,0.0,33.0
2026-02-04 00:15:00,0.0,0.0,33.38
2026-02-04 00:30:00,0.0,0.0,32.06
2026-02-04 00:45:00,0.0,0.0,31.71
2026-02-04 01:00:00,0.0,0.0,29.38
2026-02-04 01:15:00,0.0,0.0,343.97
